100,13589.566406,0.005475
500,12617.833008,0.029951
1000,12613.566406,0.061947
1500,12547.066406,0.096426
2000,12558.916992,0.128488
2500,21663.400391,0.138791
3000,23342.150391,0.172321
3500,13296.916992,0.221858
4000,41156.617188,0.209172
4500,44999.167969,0.226963
5000,51689.015625,0.264316
6500,83711.367188,0.312240
